
input frame records: 59990
embedding missing files:  0
total matches:  190
         1782792 function calls (1754950 primitive calls) in 6.108 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 timedeltas.py:65(_field_accessor)
        1    0.000    0.000    0.000    0.000 passmanagers.py:261(FunctionPassManager)
        1    0.000    0.000    0.000    0.000 padding.py:334(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:779(items)
        1    0.000    0.000    0.000    0.000 conv_fused.py:23(_ConvBnNd)
        2    0.000    0.000    0.000    0.000 __init__.py:162(__ge__)
        1    0.000    0.000    0.000    0.000 nanops.py:350(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 activation.py:4(ReLU6)
        1    0.000    0.000    0.000    0.000 errors.py:188(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:532(__init__)
        1    0.000    0.000    0.000    0.000 base.py:26(OverloadSelector)
        1    0.000    0.000    0.000    0.000 tarfile.py:599(_FileInFile)
        8    0.000    0.000    0.000    0.000 containers.py:327(key)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 loss.py:1603(CTCLoss)
        1    0.000    0.000    0.000    0.000 dtypes.py:72(PandasExtensionDtype)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 indexing.py:1437(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 linear_fused.py:10(LinearBn1d)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:7(LogisticNormal)
        1    0.000    0.000    0.000    0.000 conv_relu.py:13(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 :0(readlink)
        3    0.000    0.000    0.000    0.000 rendezvous.py:23(register_rendezvous_handler)
        2    0.000    0.000    0.000    0.000 :0(unsetenv)
        1    0.000    0.000    0.000    0.000 models.py:1206(RangeModel)
        1    0.000    0.000    0.000    0.000 numeric.py:368(Int64Index)
        1    0.000    0.000    0.000    0.000 package_importer.py:614(_PackageNode)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 typeddict.py:81(Dict)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 parameter.py:14(Parameter)
        1    0.000    0.000    0.000    0.000 codegen.py:1324(AOTCPUCodegen)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 npytypes.py:602(__init__)
        1    0.000    0.000    0.000    0.000 dataloader.py:727(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:1532(LazyConvTranspose3d)
        1    0.000    0.000    0.000    0.000 stencil.py:65(StencilFunc)
        1    0.000    0.000    0.000    0.000 common.py:176(StreamWrapper)
        1    0.000    0.000    0.000    0.000 _decorator.py:47(guaranteed_datapipes_determinism)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
        1    0.000    0.000    0.000    0.000 half_normal.py:11(HalfNormal)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 base.py:158(SingleDataManager)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 _check.py:9(AttributeTypeIsSupportedChecker)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 listobject.py:1439(ListIterInstance)
        1    0.000    0.000    0.000    0.000 codegen.py:1161(CPUCodegen)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1297(IterLoopCanonicalization)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        1    0.000    0.000    0.000    0.000 zipfile.py:2168(CompleteDirs)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 numeric.py:404(Float64Index)
        1    0.000    0.000    0.000    0.000 distributed.py:181(_DDPJoinHook)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 cpu.py:111(call_conv)
        1    0.000    0.000    0.000    0.000 typeconv.py:70(TypeCastingRules)
        1    0.000    0.000    0.000    0.000 abc.py:43(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:41(QuantizedEngine)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:8(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 connection.py:353(Connection)
        1    0.000    0.000    0.000    0.000 channelshuffle.py:7(ChannelShuffle)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 __init__.py:666(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _comparison.py:57(<dictcomp>)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 callconv.py:55(BaseCallConv)
        1    0.000    0.000    0.000    0.000 models.py:985(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 setobj.py:1160(SetIterInstance)
        1    0.000    0.000    0.000    0.000 :0(new_type_manager)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 argparse.py:1233(FileType)
        2    0.000    0.000    0.000    0.000 typing.py:845(__repr__)
        1    0.000    0.000    0.000    0.000 alignment.py:12(<dictcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:431(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 accessor.py:15(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 conv.py:1327(LazyConv3d)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:686(IntStorage)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 :0(S_ISDIR)
        1    0.000    0.000    0.000    0.000 byteflow.py:1510(AdaptCFA)
        2    0.000    0.000    0.000    0.000 values.py:685(_get_reference)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:90(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:732(__init__)
        6    0.000    0.000    0.000    0.000 dispatcher.py:76(__init__)
        1    0.000    0.000    0.000    0.000 normalization.py:197(GroupNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:973(_AdaptiveMaxPoolNd)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 activation.py:802(Softplus)
        2    0.000    0.000    0.000    0.000 __init__.py:446(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        3    0.000    0.000    0.000    0.000 imputils.py:71(lower_setattr)
        1    0.000    0.000    0.000    0.000 _VF.py:18(VFModule)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        4    0.000    0.000    0.000    0.000 expressions.py:228(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 sasreader.py:35(ReaderBase)
        1    0.000    0.000    0.000    0.000 callconv.py:162(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 npytypes.py:14(CharSeq)
        1    0.000    0.000    0.000    0.000 containers.py:449(key)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 generic.py:564(_get_axis)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:93(RelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 function_type.py:10(FunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:445(LibraryLoader)
        1    0.000    0.000    0.000    0.000 selector_events.py:611(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 activation.py:356(SiLU)
        1    0.000    0.000    0.000    0.000 scalars.py:30(Integer)
        6    0.000    0.000    0.000    0.000 :0(isdigit)
        1    0.000    0.000    0.000    0.000 dispatcher.py:87(_FunctionCompiler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1866(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typeinfer.py:883(PrintConstraint)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
        1    0.000    0.000    0.000    0.000 npytypes.py:421(Array)
        4    0.000    0.000    0.000    0.000 types.py:228(_to_string)
        1    0.000    0.000    0.000    0.000 constraints.py:362(_Interval)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:17(profile)
        4    0.000    0.000    0.000    0.000 npdatetime.py:408(_create_timedelta_ordering_impl)
        9    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:232(Alignas)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.000    0.000 request.py:2391(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:671(FloatStorage)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        5    0.000    0.000    0.000    0.000 unicode.py:2022(gen_isX)
        1    0.000    0.000    0.000    0.000 fused.py:9(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 templates.py:1045(_OverloadAttributeTemplate)
        7    0.000    0.000    0.000    0.000 caching.py:356(filename_base)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:480(AvgPool1d)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        1    0.000    0.000    0.000    0.000 dataframes.py:270(CaptureDataFrameWithDataPipeOps)
        1    0.000    0.000    0.000    0.000 serialize.py:67(_CustomPickled)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:7(PixelShuffle)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 c_ast.py:398(Decl)
        1    0.000    0.000    0.000    0.000 transforms.py:88(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 utils.py:132(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 activation.py:41(Hardswish)
        1    0.000    0.000    0.000    0.000 types.py:366(VectorType)
        1    0.000    0.000    0.000    0.000 normalization.py:82(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 transforms.py:537(PowerTransform)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 getlimits.py:594(iinfo)
        1    0.000    0.000    0.000    0.000 errors.py:506(NumbaError)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:691(ShortStorage)
        2    0.000    0.000    0.000    0.000 :0(groups)
        1    0.000    0.000    0.000    0.000 dropout.py:7(_DropoutNd)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        6    0.000    0.000    0.000    0.000 profiler_util.py:335(_attr_formatter)
        1    0.000    0.000    0.000    0.000 rnn.py:35(PackedParameter)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        1    0.000    0.000    0.000    0.000 instructions.py:64(CallInstr)
        1    0.000    0.000    0.000    0.000 normalization.py:46(GroupNorm)
        1    0.000    0.000    0.000    0.000 parfor.py:1966(ConvertNumpyPass)
        1    0.000    0.000    0.000    0.000 unix_events.py:1205(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:681(LongStorage)
        1    0.000    0.000    0.000    0.000 dataloader.py:620(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 api.py:293(cast)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1081(LiftedCode)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 :0(_jit_init)
        1    0.000    0.000    0.000    0.000 __init__.py:196(strict_fusion)
        1    0.000    0.000    0.000    0.000 fold.py:154(Unfold)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 :0(openssl_sha224)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 core.py:6432(MaskedConstant)
        1    0.000    0.000    0.000    0.000 pooling.py:1104(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 c_ast.py:773(InitList)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 cpu.py:22(ClosureBody)
        1    0.000    0.000    0.000    0.000 join.py:87(_JoinConfig)
        1    0.000    0.000    0.000    0.000 c_ast.py:428(DeclList)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 threading.py:1162(daemon)
        1    0.000    0.000    0.000    0.000 _ops.py:219(__init__)
        1    0.000    0.000    0.000    0.000 array_analysis.py:208(EquivSet)
        1    0.000    0.000    0.000    0.000 __init__.py:701(BoolStorage)
        1    0.000    0.000    0.000    0.000 constraints.py:515(_Cat)
        1    0.000    0.000    0.000    0.000 _json.py:187(Writer)
        1    0.000    0.000    0.000    0.000 c_ast.py:585(FileAST)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.000    0.000 integer.py:159(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:208(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 hooks.py:64(BackwardHook)
